0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
-0.7229916898	-0.7229916898	-0.7229916898	2.329639889	-0.7229916898	-0.7229916898	-0.7229916898	2.329639889	0.8033240997	-0.7229916898	-0.7229916898	-0.7229916898	-0.7229916898	-0.7229916898	0.8033240997	0.8033240997	-0.7229916898	2.329639889	-0.7229916898
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
-0.7229916898	-0.7229916898	-0.7229916898	2.329639889	-0.7229916898	-0.7229916898	-0.7229916898	2.329639889	0.8033240997	-0.7229916898	-0.7229916898	-0.7229916898	-0.7229916898	-0.7229916898	0.8033240997	0.8033240997	-0.7229916898	2.329639889	-0.7229916898
-0.2493074792	-0.2493074792	-0.2493074792	0.8033240997	-0.2493074792	-0.2493074792	-0.2493074792	0.8033240997	0.2770083102	-0.2493074792	-0.2493074792	-0.2493074792	-0.2493074792	-0.2493074792	0.2770083102	0.2770083102	-0.2493074792	0.8033240997	-0.2493074792
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
-0.2493074792	-0.2493074792	-0.2493074792	0.8033240997	-0.2493074792	-0.2493074792	-0.2493074792	0.8033240997	0.2770083102	-0.2493074792	-0.2493074792	-0.2493074792	-0.2493074792	-0.2493074792	0.2770083102	0.2770083102	-0.2493074792	0.8033240997	-0.2493074792
-0.2493074792	-0.2493074792	-0.2493074792	0.8033240997	-0.2493074792	-0.2493074792	-0.2493074792	0.8033240997	0.2770083102	-0.2493074792	-0.2493074792	-0.2493074792	-0.2493074792	-0.2493074792	0.2770083102	0.2770083102	-0.2493074792	0.8033240997	-0.2493074792
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
-0.7229916898	-0.7229916898	-0.7229916898	2.329639889	-0.7229916898	-0.7229916898	-0.7229916898	2.329639889	0.8033240997	-0.7229916898	-0.7229916898	-0.7229916898	-0.7229916898	-0.7229916898	0.8033240997	0.8033240997	-0.7229916898	2.329639889	-0.7229916898
0.2243767313	0.2243767313	0.2243767313	-0.7229916898	0.2243767313	0.2243767313	0.2243767313	-0.7229916898	-0.2493074792	0.2243767313	0.2243767313	0.2243767313	0.2243767313	0.2243767313	-0.2493074792	-0.2493074792	0.2243767313	-0.7229916898	0.2243767313
